file,label,entropy,laplacian_variance,hf_energy_ratio,spectral_slope,noise_entropy,gradient_variance,edge_density,color_uniformity,saturation_mean,dct_energy_ratio
ai_00504.png,1,7.687801,1777.399317,0.033881,3.326804,5.399841,26347.367532,0.122128,49.202647,0.392235,0.000281
ai_00505.png,1,7.787522,449.327266,0.007849,3.330177,4.199942,7785.707703,0.071381,60.152816,0.607441,0.000955
ai_00506.png,1,7.696728,3461.089697,0.030487,2.563221,5.663783,18722.393561,0.18071,56.343934,0.296621,0.00079
ai_00507.png,1,7.852069,1080.012566,0.024408,3.830312,5.485842,24285.764127,0.138233,59.301033,0.411842,0.000161
ai_00508.png,1,7.658049,446.14376,0.006471,3.498657,3.908887,9457.12991,0.049862,74.488881,0.083484,0.000301
ai_00509.png,1,7.697007,3461.355656,0.049134,2.556629,6.041525,14860.279925,0.236427,47.372546,0.50707,0.00073
ai_00510.png,1,7.866999,539.324574,0.007324,3.252588,3.559253,8351.037598,0.05695,63.063156,0.353925,0.000755
ai_00511.png,1,7.821115,1225.63006,0.019422,3.587105,5.800441,22642.389709,0.123428,65.930536,0.248331,0.000109
ai_00512.png,1,7.824335,1177.915043,0.020802,3.288065,5.182731,17509.633269,0.12669,56.372973,0.085446,0.000768
ai_00513.png,1,7.657703,912.745849,0.015041,3.056255,4.848104,8504.547923,0.111385,58.771231,0.097785,0.000103
ai_00514.png,1,7.697905,2190.822367,0.014559,2.769856,4.62392,17161.159236,0.123878,78.874091,0.429549,0.000421
ai_00515.png,1,7.5938,591.124849,0.004939,2.629065,5.041133,3516.660097,0.031696,53.303262,0.540725,0.000252
ai_00516.png,1,7.739828,1771.749178,0.01364,2.740155,5.103479,13146.319257,0.090611,60.471336,0.259341,0.000134
ai_00517.png,1,7.571584,807.602137,0.009757,3.587662,4.615799,17542.713058,0.065475,73.838022,0.042146,9.1e-05
ai_00518.png,1,7.907322,1244.929105,0.027249,3.553078,5.854734,18353.91241,0.183517,52.780076,0.636153,0.000173
ai_00519.png,1,7.545755,434.387222,0.006298,3.482932,4.995767,9822.723428,0.084774,80.986169,0.443833,0.000149
ai_00520.png,1,7.49,1322.903383,0.019942,3.592766,5.053637,26614.64545,0.117409,78.978826,0.086304,0.000104
ai_00521.png,1,7.668026,3300.154291,0.028374,2.705157,5.293456,21975.089639,0.163719,66.663996,0.251733,6.7e-05
ai_00522.png,1,7.714323,256.617081,0.004988,3.434612,4.474843,5994.429332,0.055935,71.698979,0.491135,1.9e-05
ai_00523.png,1,7.64382,1630.36801,0.024613,3.014668,5.71755,14467.830414,0.16835,48.84694,0.225754,0.000344
ai_00524.png,1,7.584663,588.863446,0.008906,3.472424,3.487492,11441.340286,0.04789,71.908201,0.594691,6.8e-05
ai_00525.png,1,7.544567,1275.657339,0.01533,3.05537,5.470084,12638.00739,0.146923,55.69927,0.264912,0.000713
ai_00526.png,1,7.592508,3090.443961,0.027531,2.464155,5.539838,15705.06546,0.134495,59.957646,0.153665,0.001922
ai_00527.png,1,7.83961,1437.934519,0.026742,3.3578,5.286587,21943.146555,0.130871,66.603219,0.285671,1.3e-05
ai_00528.png,1,7.696561,965.88746,0.021135,3.430025,4.505301,18059.706801,0.067066,62.175988,0.362521,0.000124
ai_00529.png,1,7.542768,836.860338,0.021402,3.552849,5.68865,18970.675248,0.12566,64.64191,0.500199,6.8e-05
ai_00530.png,1,7.365865,912.880019,0.013723,3.094382,3.557893,13520.689856,0.061337,78.401269,0.472258,0.002155
ai_00531.png,1,7.449206,2290.841184,0.02739,3.200096,5.216737,28145.158941,0.126656,68.280257,0.09872,8.3e-05
ai_00532.png,1,7.447778,2070.8729,0.023161,3.313412,5.066879,30639.261214,0.11816,78.196828,0.252729,0.000116
ai_00533.png,1,7.605869,204.891955,0.00261,3.605574,4.405419,6789.830874,0.03804,61.434142,0.301168,3.9e-05
ai_00534.png,1,7.234746,828.430309,0.012278,2.640747,5.402262,6777.865787,0.06303,41.615188,0.311454,0.000918
ai_00535.png,1,7.663828,2226.422092,0.017035,2.655809,5.354209,13776.354693,0.143414,69.498247,0.271372,0.000528
ai_00536.png,1,7.666515,974.471355,0.011568,3.044342,4.849255,11362.876414,0.088825,57.831121,0.262041,0.000651
ai_00537.png,1,7.562066,1500.969591,0.022773,3.479621,5.407018,22075.925653,0.113956,62.862682,0.272215,4e-05
ai_00538.png,1,7.806014,1286.064209,0.014393,2.705443,4.076921,8400.604142,0.091682,59.269182,0.570553,3e-06
ai_00539.png,1,7.019675,1452.258791,0.01644,2.923269,5.09166,14536.81413,0.088566,70.290386,0.034044,0.000127
ai_00540.png,1,7.710945,877.348604,0.018262,3.468043,4.886271,17230.659367,0.102165,60.25525,0.589246,1.9e-05
ai_00541.png,1,7.471174,1955.253307,0.020631,3.052262,5.137771,21280.497234,0.115688,73.838199,0.302412,0.000214
ai_00542.png,1,7.640133,755.558922,0.011457,3.534751,4.701209,15480.394827,0.089546,73.978297,0.3788,0.000209
ai_00543.png,1,7.469353,1590.386979,0.022953,2.759168,5.586544,9754.813297,0.175217,44.077248,0.330211,0.000783
ai_00544.png,1,7.535794,760.642694,0.012288,3.339529,4.587377,14447.997455,0.056957,74.922547,0.46459,0.00046
ai_00545.png,1,7.711636,1782.458794,0.019083,2.97608,5.420251,13388.783911,0.166553,63.304797,0.16589,0.00184
ai_00546.png,1,7.594245,2116.050668,0.028875,2.906648,5.716645,18252.652526,0.168236,59.623113,0.075901,0.000703
ai_00547.png,1,7.830107,3526.840063,0.051157,2.73488,5.982209,17395.068287,0.274395,52.608822,0.476929,0.002415
ai_00548.png,1,7.674757,787.494763,0.011783,3.320234,4.823898,11406.603792,0.090801,66.275216,0.303823,3.2e-05
ai_00549.png,1,7.820495,1690.005696,0.021248,3.12969,5.022095,18437.629197,0.155472,61.878845,0.262862,0.000881
ai_00550.png,1,7.689403,3255.287847,0.03792,3.273421,6.181932,34271.932745,0.210571,62.257231,0.154315,0.000114
ai_00551.png,1,7.856581,1794.195884,0.015383,2.737728,5.369646,9912.455406,0.157307,58.698358,0.425227,0.000723
ai_00552.png,1,7.125611,913.457516,0.016517,2.963159,4.186461,9724.674001,0.068001,67.913277,0.521162,0.002385
ai_00553.png,1,7.49695,2423.151826,0.020686,2.85617,4.290236,22890.742425,0.091209,74.244272,0.410809,0.000207
ai_00554.png,1,7.782765,1407.519797,0.013177,3.02864,4.615006,14107.315415,0.087002,67.093764,0.023263,5e-05
ai_00555.png,1,7.578852,2904.127702,0.041349,2.712839,5.885748,15634.523813,0.180916,55.005062,0.279525,0.001484
ai_00556.png,1,7.569538,949.212623,0.023697,3.419815,4.552664,17288.849406,0.086884,64.642715,0.641381,0.000305
ai_00557.png,1,7.585194,1245.517042,0.014719,3.103542,5.186459,11238.462322,0.125343,69.609255,0.180608,6.2e-05
ai_00558.png,1,7.626814,2036.983923,0.014847,2.936036,5.385082,17398.649898,0.128044,66.64144,0.06588,0.000594
ai_00559.png,1,7.656545,4667.588578,0.038557,2.249488,6.167102,11770.713199,0.286785,42.326879,0.44376,0.002158
ai_00560.png,1,7.789858,1637.550959,0.011555,2.603431,5.151755,6645.12079,0.146542,58.126397,0.214713,0.000217
ai_00561.png,1,7.52903,1144.948024,0.018357,3.367673,4.743131,17019.089311,0.101059,71.010363,0.309964,0.000308
ai_00562.png,1,7.473137,880.085768,0.009591,3.244738,4.700233,12372.874382,0.101753,70.15484,0.235916,2.8e-05
ai_00563.png,1,7.697464,1437.432653,0.021236,3.337315,5.39729,20612.067408,0.117405,73.135187,0.286313,0.000869
ai_00564.png,1,7.60125,468.008883,0.00332,2.806339,4.574038,4109.495321,0.025761,60.630968,0.01929,0.000101
ai_00565.png,1,7.195619,2064.60891,0.027945,2.557215,5.667684,11001.868258,0.185265,52.218308,0.446634,0.000401
ai_00566.png,1,7.429818,1260.103706,0.013648,2.688364,5.19457,6444.457828,0.148022,32.803485,0.491815,0.000216
ai_00567.png,1,7.768003,3406.018198,0.041446,2.716327,5.352593,18267.161177,0.192871,55.165044,0.370128,0.00454
ai_00568.png,1,7.077492,193.7499,0.006338,3.698258,4.271241,7670.101506,0.046993,65.169837,0.477701,4.5e-05
ai_00569.png,1,7.865243,1048.959911,0.019794,3.781068,5.168041,22942.886241,0.112324,62.31875,0.399058,0.000154
ai_00570.png,1,7.748442,1998.707056,0.014749,2.644551,5.441231,11237.878106,0.151016,67.281984,0.307415,0.000583
ai_00571.png,1,7.78189,3400.676622,0.024991,2.457499,5.544938,13472.5437,0.214424,71.892138,0.326495,0.000567
ai_00572.png,1,7.762448,1078.887873,0.009036,2.85061,4.186237,7861.803899,0.084629,58.212108,0.156753,0.000412
ai_00573.png,1,7.573531,542.610048,0.010077,3.734167,4.810904,15827.946602,0.089596,71.512774,0.084083,2.3e-05
ai_00574.png,1,7.219517,1264.249672,0.01459,3.467317,4.349255,20112.729549,0.063171,85.19165,0.211883,2.3e-05
ai_00575.png,1,7.441035,1089.119927,0.015836,2.974318,5.52241,13353.352451,0.080799,43.746925,0.088622,0.000347
ai_00576.png,1,7.457352,1393.076063,0.016658,3.213592,5.535302,15237.59024,0.144444,64.284755,0.204011,0.000209
ai_00577.png,1,7.698583,1633.807158,0.018121,2.664432,5.884897,6846.993848,0.183243,48.404668,0.171573,8.1e-05
ai_00578.png,1,7.802176,608.320361,0.008161,3.203039,5.264114,7375.973369,0.114712,52.453598,0.521777,0.000353
ai_00579.png,1,7.460566,299.988316,0.012342,3.811442,4.406336,8911.048008,0.037613,57.705018,0.478601,1.6e-05
ai_00580.png,1,7.431304,4462.829738,0.032908,2.267259,5.131366,17104.450556,0.148952,58.778395,0.127004,0.000857
ai_00581.png,1,7.939534,1001.875283,0.012501,3.26474,4.991491,12714.393835,0.121811,63.337092,0.564087,0.000514
ai_00582.png,1,7.697601,3506.5653,0.0397,2.661914,6.271085,16188.020755,0.226818,56.906277,0.446851,0.000143
ai_00583.png,1,7.777948,3883.818177,0.039646,2.704736,5.413637,25000.914192,0.161682,59.684366,0.309717,0.006134
ai_00584.png,1,7.468231,737.815993,0.012848,3.179497,4.627055,8800.894021,0.09621,64.557009,0.562426,0.000115
ai_00585.png,1,7.738882,971.921932,0.017461,3.16195,4.163809,12797.840023,0.073128,48.977527,0.56908,0.000228
ai_00586.png,1,7.664958,1945.611883,0.013302,2.669521,4.239676,15462.295059,0.085045,63.1564,0.460166,0.00182
ai_00587.png,1,7.838589,1440.334591,0.010238,2.657403,4.845225,7656.959748,0.097912,59.789865,0.435278,0.000891
ai_00588.png,1,7.545898,1922.232578,0.018652,2.988834,6.277593,12217.066498,0.163696,60.148468,0.390117,0.0002
ai_00589.png,1,7.674344,1622.947452,0.020377,2.837929,5.454047,10874.47831,0.148651,55.61774,0.106172,0.000115
ai_00590.png,1,7.559724,563.334267,0.005938,3.306801,5.223363,9124.253193,0.069633,63.693016,0.375961,3.4e-05
ai_00591.png,1,7.733592,4620.98447,0.038173,2.269172,5.959279,11644.763982,0.258724,49.098596,0.434992,0.002424
ai_00592.png,1,7.629838,559.544332,0.006363,3.077877,3.383426,6618.171831,0.038845,49.24074,0.542654,0.000666
ai_00593.png,1,7.703447,3026.113154,0.024532,2.607878,5.196195,19276.639556,0.140633,69.576203,0.40199,0.003039
ai_00594.png,1,7.853073,591.194694,0.010557,3.418572,4.95338,8083.76596,0.113663,58.373894,0.488432,8.6e-05
ai_00595.png,1,7.628944,954.043915,0.010265,3.04185,4.607193,9461.851739,0.099766,69.312996,0.281181,0.00072
ai_00596.png,1,7.551103,914.993182,0.008872,3.21823,5.13034,11300.26556,0.103542,73.44702,0.286635,0.000255
ai_00597.png,1,7.913389,1955.732059,0.022288,2.933323,5.870045,12638.018621,0.224457,60.752347,0.383086,0.000271
ai_00598.png,1,7.464267,2435.758067,0.04855,2.515028,6.33354,16402.043735,0.206146,44.40659,0.29203,0.001281
ai_00599.png,1,7.517569,3668.032714,0.053723,2.691249,5.983722,20149.726962,0.210152,55.595454,0.504311,0.002916
ai_00600.png,1,7.84979,2167.770367,0.021563,2.620276,5.569651,10141.300783,0.175697,56.070984,0.511012,0.000575
ai_00601.png,1,7.306651,1853.012541,0.016812,2.696786,4.946918,13043.41237,0.095219,64.439953,0.156669,0.000321
ai_00602.png,1,7.639589,5196.205829,0.038047,2.122753,5.450307,15911.537617,0.178024,58.439522,0.385554,0.003644
ai_00603.png,1,7.124989,1854.549693,0.014631,2.374192,5.270683,5870.133886,0.11911,58.50504,0.235163,0.001197
ai_00604.png,1,7.773353,468.204091,0.005254,3.23854,4.345442,5692.667257,0.066071,60.946366,0.407687,0.000114
ai_00605.png,1,7.763048,3299.414525,0.033519,2.498948,5.895612,15663.612453,0.218853,53.226996,0.531864,0.000454
ai_00606.png,1,7.552805,2457.545808,0.022327,2.64102,5.563535,16060.225341,0.147415,61.984052,0.138327,0.000508
ai_00607.png,1,7.575523,721.3628,0.010615,3.237464,3.736265,12025.323232,0.032238,58.894749,0.074712,0.000304
ai_00608.png,1,7.287987,1506.327073,0.020383,3.47458,4.966496,24002.180078,0.102825,78.92706,0.289843,6.9e-05
ai_00609.png,1,7.812666,891.938739,0.008828,3.147795,5.243407,9206.794723,0.107674,61.588221,0.190482,7.9e-05
ai_00610.png,1,7.787405,740.314028,0.009892,3.24742,5.144528,11299.577375,0.087955,61.353257,0.049116,0.000157
ai_00611.png,1,7.627712,1519.483418,0.019856,3.087494,5.37552,17753.965573,0.13205,60.037057,0.288534,0.000461
ai_00612.png,1,7.556506,347.295094,0.005476,3.575627,4.157686,9970.654164,0.054153,69.575538,0.35072,6.7e-05
ai_00613.png,1,7.797273,3231.686807,0.019963,2.53831,4.624683,14080.318118,0.114082,70.155614,0.446305,0.000687
ai_00614.png,1,7.757188,824.046958,0.013535,3.272939,5.060823,14090.830756,0.075218,60.098131,0.04552,0.000153
ai_00615.png,1,7.450862,1646.792915,0.020206,3.175278,5.560143,20679.451048,0.151566,65.796528,0.095093,9.3e-05
ai_00616.png,1,7.770298,1286.298962,0.01655,3.130511,5.111984,15158.564329,0.10495,70.233863,0.051749,0.000242
ai_00617.png,1,6.913019,2282.669164,0.018055,2.014628,6.443524,3913.474304,0.236435,28.238347,0.118751,0.001539
ai_00618.png,1,7.815591,692.879951,0.008431,3.436212,5.447283,10537.522715,0.127979,57.625387,0.13489,0.00031
ai_00619.png,1,7.728871,1194.790554,0.017274,3.439408,5.204014,17802.223524,0.141308,74.121604,0.088621,0.000152
ai_00620.png,1,7.74623,3099.511836,0.037141,2.91883,4.556965,27151.964741,0.103958,60.651354,0.598726,0.000481
ai_00621.png,1,7.800073,5589.77733,0.046226,2.388489,6.306357,20693.772736,0.253899,58.084329,0.391514,0.002091
ai_00622.png,1,7.72922,1466.811592,0.026363,3.185298,5.596783,17252.830678,0.139359,66.475575,0.495831,0.000141
ai_00623.png,1,7.682907,944.029955,0.015118,3.233899,4.866805,12783.602911,0.089714,67.717046,0.39543,3.5e-05
ai_00624.png,1,7.940722,1794.798194,0.021037,3.068422,5.408669,19196.836608,0.137634,53.225583,0.418124,0.001109
ai_00625.png,1,7.321303,1121.460212,0.011905,2.799098,5.220829,7325.915714,0.096058,60.310058,0.257234,0.000567
ai_00626.png,1,7.573798,1011.851647,0.008201,3.024766,4.237744,11489.403776,0.078369,72.345798,0.237983,7.9e-05
ai_00627.png,1,7.78019,811.119356,0.011403,3.23724,3.928969,9610.866174,0.071129,66.149657,0.15672,0.000126
ai_00628.png,1,7.618903,1682.613132,0.021405,2.878245,5.173302,13957.15517,0.144077,71.548254,0.098912,8e-06
ai_00629.png,1,7.593,208.171806,0.002828,3.065552,4.657857,2910.954471,0.024143,64.288281,0.391862,9.4e-05
ai_00630.png,1,7.733079,3909.625534,0.038912,2.657057,6.216476,18591.588347,0.249653,47.781785,0.38675,0.000535
ai_00631.png,1,7.458717,619.803996,0.010465,3.62259,4.613351,13337.991183,0.093155,72.804895,0.434219,0.000181
ai_00632.png,1,7.592686,715.011619,0.010955,3.426849,4.890917,13169.148731,0.087402,76.131914,0.112312,3.7e-05
ai_00633.png,1,7.66756,470.12594,0.00676,3.43917,4.091956,9795.814431,0.062542,75.658318,0.469016,0.000216
ai_00634.png,1,7.677669,1196.051477,0.016129,3.116505,6.094583,9893.513247,0.181355,54.55561,0.25681,0.000128
ai_00635.png,1,7.816845,4448.340055,0.053421,2.853783,5.520616,36536.038095,0.156864,55.401604,0.467042,0.000599
ai_00636.png,1,7.413674,2241.186678,0.023325,3.14624,5.419566,26090.623738,0.143715,75.11398,0.129411,0.000183
ai_00637.png,1,7.848904,2612.767332,0.025167,2.728489,5.969298,14757.948486,0.180199,57.439925,0.432218,0.000184
ai_00638.png,1,7.476509,3567.697639,0.033267,2.443079,5.930589,13848.541307,0.216728,51.804453,0.288873,0.001685
ai_00639.png,1,7.662773,410.551193,0.005456,3.319733,4.175644,6451.871602,0.061211,72.926895,0.222701,4.2e-05
ai_00640.png,1,7.700035,1775.829017,0.018055,2.971658,5.544612,16315.484239,0.156475,64.200764,0.390882,0.000915
ai_00641.png,1,7.478028,950.380663,0.013939,3.73766,5.034113,25032.74158,0.106014,70.945777,0.259793,0.000118
ai_00642.png,1,7.591156,1473.946992,0.017582,3.036642,5.713631,11535.320613,0.179306,66.378252,0.255271,0.000201
ai_00643.png,1,7.578934,322.371241,0.003492,3.478034,4.848866,7514.423772,0.070484,56.421495,0.189406,6e-06
ai_00644.png,1,7.803183,1507.460943,0.029519,3.486876,5.736332,22119.036227,0.185951,64.173828,0.472163,0.000281
ai_00645.png,1,7.563426,2241.843621,0.022254,2.453562,5.643357,9030.321539,0.169796,58.305153,0.381588,0.002744
ai_00646.png,1,7.513453,4856.984437,0.015942,1.652335,4.767283,5357.209948,0.077785,42.195132,0.302072,0.004633
ai_00647.png,1,7.300167,749.006632,0.014212,3.280374,5.027045,10411.284933,0.116344,67.263438,0.401668,3.6e-05
ai_00648.png,1,7.743563,1994.728569,0.018585,3.123973,4.823151,23766.143536,0.118664,66.981795,0.354919,0.002694
ai_00649.png,1,7.448751,1635.618651,0.016426,2.891148,5.387126,15243.033278,0.131668,60.556015,0.079312,0.001042
ai_00650.png,1,7.666089,1534.570301,0.022925,3.404914,5.620715,20598.662089,0.145607,72.137511,0.273841,0.000119
ai_00651.png,1,7.670685,556.524283,0.009572,3.358612,4.291064,8940.20807,0.067551,56.752078,0.45359,9.8e-05
ai_00652.png,1,7.676574,2717.294895,0.019153,2.742882,5.489564,18878.865473,0.136982,66.047514,0.31957,0.000199
ai_00653.png,1,7.643021,1352.183882,0.019807,3.155341,5.103599,19113.068316,0.124699,53.213188,0.056376,0.000373
ai_00654.png,1,7.315699,899.191351,0.012178,3.134526,4.301323,11477.684896,0.072968,38.989677,0.341034,4e-06
ai_00655.png,1,7.598165,1687.809356,0.015116,2.682387,5.223382,11952.62957,0.109917,65.390414,0.322189,0.001351
ai_00656.png,1,7.848927,328.231227,0.006123,3.687441,4.171498,8783.54286,0.060379,68.980435,0.057724,0.00048
ai_00657.png,1,7.902475,805.298401,0.008665,3.24208,4.973315,7724.996589,0.098675,58.352061,0.461974,0.000157
ai_00658.png,1,7.75888,678.922239,0.008067,3.407601,3.771041,11806.256872,0.056015,74.62962,0.361978,8.9e-05
ai_00659.png,1,7.713662,1257.808955,0.016411,3.362878,5.197686,19611.416142,0.140713,71.85626,0.346286,0.000293
ai_00660.png,1,7.781374,1170.697684,0.010385,2.908242,4.405765,10325.90148,0.092865,69.875124,0.499251,0.000118
ai_00661.png,1,7.438341,2655.912991,0.026136,2.993806,4.902725,27220.963187,0.125595,76.260271,0.157296,0.000266
ai_00662.png,1,7.615423,1789.366641,0.023427,3.012185,5.832992,14127.968393,0.181328,76.425384,0.433799,0.000208
ai_00663.png,1,7.727263,3157.908778,0.037842,2.967092,5.485726,29668.107793,0.16663,61.980428,0.542411,0.000397
ai_00664.png,1,7.66596,2543.452722,0.023122,2.783465,5.984138,15545.087129,0.205956,57.372315,0.3694,0.000368
ai_00665.png,1,7.723915,2402.574576,0.017476,2.659368,5.163471,11997.21416,0.167759,61.457111,0.244246,0.002275
ai_00666.png,1,7.588725,285.711413,0.004484,3.41524,5.096392,7841.161802,0.060215,68.972809,0.128399,5.3e-05
ai_00667.png,1,7.78412,314.501262,0.007302,3.702077,4.384103,8240.099503,0.06797,67.385643,0.395056,3.5e-05
ai_00668.png,1,7.608287,714.730458,0.017108,3.540917,4.915405,13099.101185,0.090122,63.793692,0.36076,6.1e-05
ai_00669.png,1,7.422927,1085.134028,0.016124,3.308296,5.076618,18652.103691,0.084152,77.702834,0.114963,0.00012
ai_00670.png,1,7.724657,1184.517401,0.013545,2.936047,3.638806,11062.294706,0.089901,59.264406,0.25388,5e-06
ai_00671.png,1,7.794831,671.48102,0.009512,3.242374,4.661975,8993.669969,0.073299,54.9799,0.222303,3.3e-05
ai_00672.png,1,7.314828,2843.83302,0.027671,2.860302,4.454107,26401.828517,0.096138,72.646975,0.167707,0.004082
ai_00673.png,1,7.815268,938.32531,0.016159,3.349372,5.167227,12502.242065,0.100609,62.441724,0.414513,0.000215
ai_00674.png,1,7.350092,2102.353864,0.024088,3.343652,4.912791,31919.289181,0.09721,79.634477,0.345095,0.000347
ai_00675.png,1,7.83869,1942.000258,0.027254,3.170191,4.5974,25784.678955,0.102177,57.169641,0.560855,0.000191
ai_00676.png,1,7.715382,224.714798,0.003419,3.179944,4.759536,4406.396057,0.027885,56.116328,0.051241,7e-05
ai_00677.png,1,7.665998,1045.093223,0.0162,3.447984,5.183734,18889.7152,0.118275,69.070599,0.434387,0.0002
ai_00678.png,1,7.652619,1688.714152,0.027672,3.116383,5.912803,17663.750295,0.189903,46.974331,0.033982,9.2e-05
ai_00679.png,1,6.913883,1799.095121,0.016376,2.222156,5.805792,7064.42033,0.092564,39.125384,0.292143,0.000811
ai_00680.png,1,7.73128,2178.710517,0.028662,2.776528,5.478574,16488.35285,0.133949,54.537469,0.359422,6.2e-05
ai_00681.png,1,7.158131,3666.795835,0.044932,2.537986,5.868862,16688.882869,0.216877,53.307344,0.512353,0.001091
ai_00682.png,1,7.541288,1054.09775,0.01312,3.261848,4.721797,11947.97955,0.132938,77.84271,0.392985,0.000139
ai_00683.png,1,7.657257,2744.315353,0.033274,2.92145,5.804673,19027.743256,0.202938,61.813734,0.4674,0.000202
ai_00684.png,1,7.572998,1562.609851,0.027141,3.47144,5.358232,26562.34727,0.146416,67.087808,0.480164,0.000137
ai_00685.png,1,7.829918,1152.53105,0.016598,3.268709,5.444619,14756.758885,0.166996,62.194271,0.319056,0.000178
ai_00686.png,1,7.192423,877.640076,0.007551,2.936246,4.398044,8792.826335,0.058243,73.52005,0.132995,0.000717
ai_00687.png,1,7.484004,857.757773,0.007944,2.60653,5.040449,4224.080128,0.097046,60.383732,0.338606,0.000609
ai_00688.png,1,7.347775,2201.788162,0.030202,2.732189,5.807713,16455.991723,0.147507,51.395418,0.368687,0.000393
ai_00689.png,1,7.750703,1583.404981,0.030163,3.277224,5.347627,20441.101371,0.123154,61.721744,0.281026,0.000167
ai_00690.png,1,7.717231,980.835477,0.019141,3.491013,5.070726,17942.684395,0.097641,66.36803,0.356601,7.7e-05
ai_00691.png,1,7.692839,896.777147,0.016982,3.601538,4.965653,17815.803218,0.115826,54.216534,0.304002,0.000117
ai_00692.png,1,7.853401,1597.537365,0.029129,3.516276,5.525019,26230.740578,0.146835,57.186255,0.352799,0.000161
ai_00693.png,1,7.48196,1726.465075,0.021194,2.695903,4.970096,10849.760106,0.148514,65.920651,0.521783,0.000242
ai_00694.png,1,7.723177,2804.606689,0.033247,2.74016,5.826555,15165.517523,0.196621,50.824942,0.24422,0.001233
ai_00695.png,1,7.714589,961.332719,0.009633,3.022763,5.116808,9775.15686,0.107925,59.304741,0.244372,9.7e-05
ai_00696.png,1,7.815088,2036.387794,0.028904,2.947757,5.354961,17654.018145,0.154419,50.429196,0.393909,5.2e-05
ai_00697.png,1,7.658888,1487.587756,0.009547,2.673188,4.307933,7862.315862,0.080631,73.716935,0.197184,1e-05
ai_00698.png,1,6.74538,1849.587148,0.023069,3.448653,4.719149,36203.014077,0.090672,86.793073,0.331101,0.000365
ai_00699.png,1,7.770816,698.974147,0.008408,3.172445,4.303634,9620.801964,0.08424,64.474533,0.32281,0.000553
ai_00700.png,1,7.464748,1552.56506,0.015928,2.791005,4.62154,12592.638152,0.082642,69.811141,0.067868,0.000762
ai_00701.png,1,7.883523,1215.981026,0.014946,3.430581,5.255883,21401.591141,0.116951,60.683948,0.1563,4.3e-05
ai_00702.png,1,7.804039,7695.689957,0.032475,1.952384,5.856542,12080.279896,0.183193,65.392803,0.164093,0.001505
ai_00703.png,1,7.715619,847.47028,0.015817,3.375141,4.520087,17904.787452,0.069031,65.191175,0.521889,0.000117
ai_00704.png,1,6.945543,376.859261,0.006664,3.2919,4.940623,8082.087598,0.050179,67.867585,0.028281,9.2e-05
ai_00705.png,1,7.705394,674.607132,0.007997,3.534483,4.610175,14665.090633,0.08255,75.90575,0.131803,7.3e-05
ai_00706.png,1,7.863476,642.251437,0.009892,3.264881,4.967547,9516.489899,0.096851,59.872879,0.452168,0.000151
ai_00707.png,1,7.133883,1705.220199,0.016537,2.808738,5.377752,12582.346193,0.121323,65.357114,0.20243,0.000548
ai_00708.png,1,7.62114,312.415845,0.005017,3.110134,4.316705,2654.346499,0.058552,46.580216,0.322991,0.000113
ai_00709.png,1,7.768851,2600.228457,0.023295,2.752427,5.760506,16577.862517,0.17255,57.900484,0.210706,0.000476
ai_00710.png,1,7.549704,1649.310441,0.018715,3.128821,5.17854,14578.695053,0.14492,52.326756,0.286239,0.000167
ai_00711.png,1,7.815798,2922.332723,0.030695,2.909812,5.680235,25948.446781,0.18774,49.740079,0.337891,0.001115
ai_00712.png,1,7.647498,370.90136,0.004254,3.208583,4.173504,5133.461436,0.046112,63.242821,0.490371,1.2e-05
ai_00713.png,1,7.573508,1945.632388,0.022324,3.169269,5.498555,23933.289405,0.156033,67.013746,0.244894,0.00016
ai_00714.png,1,7.711429,694.401735,0.015633,3.571804,4.734694,14750.715027,0.094418,66.138163,0.517808,1.3e-05
ai_00715.png,1,7.675805,999.002654,0.013969,3.441803,5.052007,18458.618231,0.107567,66.315552,0.402646,0.00033
ai_00716.png,1,7.673377,2871.119319,0.037942,2.7966,6.382658,17704.923092,0.266373,41.529386,0.280244,0.00057
ai_00717.png,1,7.822721,2665.513744,0.025163,2.869222,5.571985,18378.29789,0.167931,57.169081,0.266914,2e-05
ai_00718.png,1,7.692768,530.05327,0.013595,3.973649,4.842975,16789.429143,0.106709,60.376566,0.474653,7.9e-05
ai_00719.png,1,7.619603,1827.887609,0.014828,3.00459,4.341143,20087.868884,0.105206,84.007999,0.293515,0.000187
ai_00720.png,1,7.369289,1310.476719,0.021929,2.778652,4.893255,9237.524128,0.140102,53.557214,0.568183,0.000259
ai_00721.png,1,7.820329,1921.435523,0.015894,2.862389,4.369068,14993.9463,0.086399,61.652337,0.29219,0.000205
ai_00722.png,1,7.703414,4264.977693,0.045623,2.333163,6.066008,14935.451537,0.243378,41.787926,0.506527,0.001004
ai_00723.png,1,7.679346,2364.729801,0.019055,2.774904,5.057411,17401.440911,0.12492,74.022865,0.356251,0.003158
ai_00724.png,1,7.611469,650.670558,0.010224,3.588906,4.624208,12974.974622,0.05806,58.106363,0.248998,6.3e-05
ai_00725.png,1,7.854011,1145.577335,0.012318,3.19894,4.529016,15943.076405,0.079926,68.438346,0.301219,8.6e-05
ai_00726.png,1,7.731719,1419.730534,0.019958,3.071416,6.13813,11295.691175,0.22607,54.349313,0.421147,4.3e-05
ai_00727.png,1,7.799193,670.454751,0.006539,3.346509,4.708064,8727.629817,0.086578,71.327649,0.408323,0.000175
